"arm","rep","condition","method","n","V","n_used","elapsed","error_msg","silhouette","davies_bouldin","nmi","ess_retention","rv_coefficient","effect_bias","nystrom_error","silhouette_anchor","davies_bouldin_anchor","nmi_anchor","ess_retention_anchor","ber","ber_anchor"
"A",91,"mcar30","ImputeDIABLO",300,2,300,3.49700000000001,"",-0.0154328187115032,2.95862184509861,0.0984771242469827,1,0.193053041687938,0.993859517507394,NA,-0.00200177664566165,2.53711281834295,0.195008509102279,1,NA,NA
"A",91,"mcar50","GRAMA",300,2,300,7.286,"",0.00903874798683631,4.39066749261918,0.110097840966656,1,0.108125501908517,1.46166361121803,NA,0.769189784000992,0.510192090283142,1,1,0.693969298245614,NA
"A",91,"mcar50","DIABLO",300,2,74,35.753,"",0.0725837992957271,1.95579185420309,0.270892517943183,0.246666666666667,0.38596234917125,0.639638207301426,NA,0.0725837992957271,1.95579185420309,0.270892517943183,1,0.759703947368421,NA
"A",91,"mcar50","MOFA2",300,2,300,4,"",-0.0440138823439552,7.09427569383998,0.0415912717030823,1,0.282367239153497,0.84640316544019,NA,-0.0560794355481501,4.26974124536637,0.119952838092062,1,NA,NA
"A",91,"mcar50","ImputeDIABLO",300,2,300,2.93299999999999,"",-0.0397139066112097,3.32538423235437,0.0808522409898596,1,0.147509680799131,0.995394943850669,NA,-0.0381567139470454,3.77314854409094,0.147623248795782,1,NA,NA
"A",91,"mar","GRAMA",300,2,300,20.505,"",0.165806499995252,2.46916233393684,0.263930376315904,1,0.092043320613806,1.22786538026776,NA,0.795854636913785,0.440326482321291,1,1,0.618531108095412,NA
"A",91,"mar","DIABLO",300,2,150,47.569,"",0.0379770351205998,2.30421756973121,0.16639737427253,0.5,0.450391736903805,1.72777898368732,NA,0.0379770351205998,2.30421756973121,0.16639737427253,1,0.730421318725119,NA
"A",91,"mar","MOFA2",300,2,300,3.93200000000002,"",-0.0480453731982687,10.8839813073844,0.0296552419709909,1,0.311868388399473,0.94910876744207,NA,-0.0322045925546498,5.33026573653245,0.0496506368040961,1,NA,NA
"A",91,"mar","ImputeDIABLO",300,2,300,3.78900000000004,"",-0.0435405408070855,3.87096149424411,0.0548075038340864,1,0.149901987993115,1.37716893711276,NA,-0.022584575451877,3.46513782546516,0.0705143219967906,1,NA,NA
"A",92,"complete","GRAMA",300,2,300,62.083,"",0.681608657453396,0.51760776765226,1,1,0.178145898371102,0.543584138881595,NA,0.681608657453396,0.51760776765226,1,1,0.69,NA
"A",92,"complete","DIABLO",300,2,300,68.985,"",-0.00845693038745999,2.99026774348478,0.17351427009647,1,0.402506323068466,0.424839156601734,NA,-0.00845693038745999,2.99026774348478,0.18185802070678,1,0.676666666666667,NA
"A",92,"complete","MOFA2",300,2,300,12.171,"",-0.0581154710789891,6.72747850103893,0.0900067817082394,1,0.670193314756878,0.187786767573876,NA,-0.0581154710789891,6.72747850103893,0.0900067817082394,1,NA,NA
"A",92,"mcar30","GRAMA",300,2,300,19.157,"",0.134032947654387,2.58660114678067,0.182784543398168,1,0.0637736659109369,0.606100634149935,NA,0.777352346409853,0.44119729129824,1,1,0.677557206023188,NA
"A",92,"mcar30","DIABLO",300,2,150,47.427,"",-0.00237213482056344,2.85014093417364,0.150848160594013,0.5,0.447907939972665,1.91495254866986,NA,-0.00237213482056344,2.85014093417364,0.150848160594013,1,0.679782790309106,NA
"A",92,"mcar30","MOFA2",300,2,300,4.01300000000001,"",-0.0643056701729489,6.41030262172651,0.0612020507106069,1,0.280465593245197,0.740399175731847,NA,-0.0702553929960236,5.66744189280251,0.108761952184983,1,NA,NA
"A",92,"mcar30","ImputeDIABLO",300,2,300,3.59200000000001,"",-0.0140184175700033,3.4163962372752,0.112582479958579,1,0.149190516296053,0.919595119916567,NA,-0.011954379964548,3.00848768686171,0.161059793279834,1,NA,NA
"A",92,"mcar50","GRAMA",300,2,300,7.14800000000002,"",0.0109672759571707,4.57415910566888,0.102137003742061,1,0.0555974423998715,0.630907174364813,NA,0.724473109364335,0.568376708398606,1,1,0.723076923076923,NA
"A",92,"mcar50","DIABLO",300,2,77,36.538,"",0.135627821309473,1.78539941548565,0.490176522753373,0.256666666666667,0.386111920361722,0.588019389193777,NA,0.135627821309473,1.78539941548565,0.506936959144646,1,0.713111888111888,NA
"A",92,"mcar50","MOFA2",300,2,300,3.815,"",-0.0446779049142886,11.5436955425856,0.0434036204395437,1,0.276537823619088,1.84363257810829,NA,-0.107337318487612,6.30214121584716,0.0856712299965525,1,NA,NA
"A",92,"mcar50","ImputeDIABLO",300,2,300,3.26900000000001,"",-0.0259279409710098,3.05656128331051,0.0809105071964444,1,0.177664634082092,1.01323303761779,NA,0.0221072454853387,2.3656875337752,0.163831312690346,1,NA,NA
