"arm","rep","condition","method","n","V","n_used","elapsed","error_msg","silhouette","davies_bouldin","nmi","ess_retention","rv_coefficient","effect_bias","nystrom_error","silhouette_anchor","davies_bouldin_anchor","nmi_anchor","ess_retention_anchor","ber","ber_anchor"
"A",3,"mar","MOFA2",300,2,300,5.04000000000002,"",-0.0268570202985812,7.38524404267755,0.0441340963911502,1,0.379497534752298,0.973216395721798,NA,-0.0341436364451928,4.851390885377,0.0658077080588693,1,NA,NA
"A",3,"mar","ImputeDIABLO",300,2,300,4.34800000000001,"",-0.0247288526803184,3.43504533329499,0.115110164704517,1,0.152464927295529,1.56802119050626,NA,0.0055388549536886,2.92076358370311,0.142002273100639,1,NA,NA
"A",4,"complete","WOVEN",300,2,300,11.928,"",0.901357749522727,0.218672684247869,1,1,0.0944421859307921,2.16751614394044,NA,0.901357749522727,0.218672684247869,1,1,0.67,NA
"A",4,"complete","DIABLO",300,2,300,77.438,"",0.0154797634646949,2.73413019735511,0.210128599687147,1,0.344297962766039,2.47886354117751,NA,0.0154797634646949,2.73413019735511,0.210128599687147,1,0.66,NA
"A",4,"complete","MOFA2",300,2,300,18.346,"",-0.0351250583751983,6.43812345561667,0.0598152451421131,1,0.6705305648564,0.556306531247421,NA,-0.0351250583751983,6.43812345561667,0.0598152451421131,1,NA,NA
"A",4,"mcar30","WOVEN",300,2,300,7.206,"",0.156669704167311,2.63145818654502,0.285068098246585,1,0.0613380876051828,1.96706243800276,NA,0.787232145170062,0.399385428864418,1,1,0.667360262039896,NA
"A",4,"mcar30","DIABLO",300,2,147,52.221,"",0.0288950382234033,2.08219597825147,0.239654147591318,0.49,0.395585533973447,1.64718650394297,NA,0.0288950382234033,2.08219597825147,0.239654147591318,1,0.675866568029039,NA
"A",4,"mcar30","MOFA2",300,2,300,6.36599999999999,"",-0.0461377945801256,9.77750495210302,0.0276645637050125,1,0.326827327133265,1.21841554809107,NA,-0.054962409082571,5.44230679134041,0.0914598209268901,1,NA,NA
"A",4,"mcar30","ImputeDIABLO",300,2,300,4.55600000000001,"",-0.0409989660960036,3.59671598383138,0.060811523280087,1,0.122411696619769,1.78641158321405,NA,-0.0462938595909595,2.8142573937244,0.134314856364183,1,NA,NA
"A",4,"mcar50","WOVEN",300,2,300,6.04900000000001,"",0.0140555603886346,4.69614659972344,0.105490860821133,1,0.0789919207283119,1.70840300239428,NA,0.74373783442701,0.579859972005306,1,1,0.620401657166363,NA
"A",4,"mcar50","DIABLO",300,2,66,38.826,"",0.117811704254087,1.93596073471822,0.25234015657931,0.22,0.496654210797587,2.65281889787639,NA,0.117811704254087,1.93596073471822,0.308836620167558,1,0.722806605159546,NA
"A",4,"mcar50","MOFA2",300,2,300,6.64800000000002,"",-0.0391210946142196,8.34368003699675,0.0288458891513765,1,0.262106813030018,1.60321094900379,NA,-0.045703935880977,8.40010822960432,0.158160854671206,1,NA,NA
"A",4,"mcar50","ImputeDIABLO",300,2,300,3.56999999999999,"",-0.0155171117506394,3.28663461463188,0.0926348172175071,1,0.210173201942121,1.719047463735,NA,0.0416776532365673,2.0673824649464,0.236658573382898,1,NA,NA
"A",4,"mar","WOVEN",300,2,300,7.20699999999999,"",0.152409336715206,2.7008714328579,0.261110969289275,1,0.0567134424665987,1.85427335154063,NA,0.807487003766077,0.38611081526632,1,1,0.719849690539346,NA
"A",4,"mar","DIABLO",300,2,145,51.746,"",0.0450512909697902,2.43168493088604,0.203102304505244,0.483333333333333,0.323918162859696,0.893277304865294,NA,0.0450512909697902,2.43168493088604,0.193794829053496,1,0.722995873857943,NA
"A",4,"mar","MOFA2",300,2,300,6.57299999999998,"",-0.0582619466115661,10.4802019127068,0.0398652025384777,1,0.241715062366485,1.62847025077633,NA,-0.0260657001896443,7.42424145830215,0.0434253769368913,1,NA,NA
"A",4,"mar","ImputeDIABLO",300,2,300,4.26100000000002,"",-0.0253166264255756,3.27611201164125,0.0796939555103306,1,0.167704039639871,1.44685415935594,NA,-0.0019340657992599,2.6700878291806,0.163032417308037,1,NA,NA
"A",5,"complete","WOVEN",300,2,300,12.899,"",0.701175858099594,0.500177165276709,1,1,0.196176545364697,0.660272392261457,NA,0.701175858099594,0.500177165276709,1,1,0.69,NA
"A",5,"complete","DIABLO",300,2,300,76.921,"",-0.0102713166893344,3.14770964241823,0.168855954254099,1,0.380854112278657,0.974768533829018,NA,-0.0102713166893344,3.14770964241823,0.168855954254099,1,0.613333333333333,NA
"A",5,"complete","MOFA2",300,2,300,16.963,"",-0.0403304795552835,8.13681286366816,0.0451882688874083,1,0.694204887033565,0.228934844954212,NA,-0.0403304795552835,8.13681286366816,0.0451882688874083,1,NA,NA
"A",5,"mcar30","WOVEN",300,2,300,7.045,"",0.123803401969097,2.56889865499811,0.238990510833557,1,0.0672715111415633,0.89943394745988,NA,0.78766433315353,0.413019752857708,1,1,0.682147388029741,NA
"A",5,"mcar30","DIABLO",300,2,140,50.234,"",0.0165386819832178,2.33419239197283,0.274536153650865,0.466666666666667,0.420520021878815,1.85431441213108,NA,0.0165386819832178,2.33419239197283,0.268264804594999,1,0.691357132533603,NA
"A",5,"mcar30","MOFA2",300,2,300,8.285,"",-0.0399433617344377,5.74726124467134,0.0587816769648278,1,0.315823373932878,1.12827408279069,NA,-0.0434483448774644,4.19625432085413,0.113519992789562,1,NA,NA
"A",5,"mcar30","ImputeDIABLO",300,2,300,4.22300000000001,"",-0.0267032491631169,3.40520709104292,0.047508584268799,1,0.17358729972921,0.744806378362755,NA,-0.0241194969895828,2.78382770817751,0.0849219217347285,1,NA,NA
"A",5,"mcar50","WOVEN",300,2,300,6.31299999999999,"",0.0268768852511698,5.24026212133435,0.136001164096296,1,0.0936747992990562,1.28671271667999,NA,0.736114684667673,0.573740602577711,1,1,0.713541666666667,NA
"A",5,"mcar50","DIABLO",300,2,75,39.005,"",0.116291977180241,1.73552209414824,0.433146719434649,0.25,0.347419344954116,1.1978419634302,NA,0.116291977180241,1.73552209414824,0.433146719434649,1,0.69375,NA
"A",5,"mcar50","MOFA2",300,2,300,10.305,"",-0.0412359988757409,10.9488195913447,0.0333947547928778,1,0.24702057000145,1.79864802475072,NA,-0.0475313210641652,4.65817758704454,0.0554698779648683,1,NA,NA
"A",5,"mcar50","ImputeDIABLO",300,2,300,3.40800000000002,"",-0.00126156146634166,3.53168937744856,0.0859730152112087,1,0.170291157457243,0.7749728065742,NA,0.010785807830675,2.77130215733014,0.111412404173843,1,NA,NA
"A",5,"mar","WOVEN",300,2,300,6.49199999999999,"",0.171496723363444,2.5963405799557,0.262799872177326,1,0.0873902700984318,0.84070041913672,NA,0.789533310418097,0.405824330566342,1,1,0.694009286114549,NA
"A",5,"mar","DIABLO",300,2,148,51.748,"",0.0385351373955007,2.29001376632433,0.177622717259785,0.493333333333333,0.368798216841711,2.22474773549242,NA,0.0385351373955007,2.29001376632433,0.169874268565755,1,0.692520613573245,NA
"A",5,"mar","MOFA2",300,2,300,6.64400000000001,"",-0.0671161397677816,6.49306339379635,0.0460778313926766,1,0.378659175085164,1.16570456433617,NA,-0.0262008922413032,6.11871927676419,0.0579554080963198,1,NA,NA
"A",5,"mar","ImputeDIABLO",300,2,300,3.69399999999996,"",-0.000793590868852656,2.91555174577797,0.0788969827936982,1,0.137364628175334,0.320812234078771,NA,0.0106457349119799,2.78320334509338,0.135914955639815,1,NA,NA
"A",6,"complete","WOVEN",300,2,300,11.865,"",0.804816172872969,0.385307892869104,1,1,0.152847178008441,1.8155110452107,NA,0.804816172872969,0.385307892869104,1,1,0.66,NA
"A",6,"complete","DIABLO",300,2,300,76.337,"",-0.00828211250281185,3.75053583394913,0.164882416326257,1,0.474857575738652,0.788277672923062,NA,-0.00828211250281185,3.75053583394913,0.197781824075293,1,0.643333333333333,NA
"A",6,"complete","MOFA2",300,2,300,17.226,"",-0.0307313830465815,6.9264986368787,0.0738244921475515,1,0.671362619877784,0.597349518394782,NA,-0.0307313830465815,6.9264986368787,0.0827232984406134,1,NA,NA
"A",6,"mcar30","WOVEN",300,2,300,7.30300000000001,"",0.15048553125875,2.33818840766696,0.308370795650552,1,0.0851688044998663,2.06496172839901,NA,0.733850748969554,0.502965234492922,1,1,0.683657059314954,NA
"A",6,"mcar30","DIABLO",300,2,149,51.304,"",0.0323706963662781,2.38693547114179,0.167483899967215,0.496666666666667,0.486327428420817,1.49291538065454,NA,0.0323706963662781,2.38693547114179,0.167483899967215,1,0.636847326649958,NA
"A",6,"mcar30","MOFA2",300,2,300,10.125,"",-0.0496400564959879,7.07200233392268,0.0540241526493151,1,0.339747486670292,1.42980660284643,NA,-0.0459826208314243,5.28300798466426,0.0798130104383019,1,NA,NA
"A",6,"mcar30","ImputeDIABLO",300,2,300,4.351,"",0.00259643425706639,3.41441623633548,0.0948292278095565,1,0.218641815009991,1.51948793869706,NA,-0.0088507995163065,3.28881100820241,0.0580417760612786,1,NA,NA
"A",6,"mcar50","WOVEN",300,2,300,5.607,"",-0.00211759967885927,5.86822275305841,0.0788128378568474,1,0.0720117181031426,2.34240991284211,NA,0.730053940644615,0.569967117945331,1,1,0.660087719298246,NA
"A",6,"mcar50","DIABLO",300,2,74,39.052,"",0.0947696991489318,1.8508185241229,0.204228251713849,0.246666666666667,0.359994100623941,6.17765778561395,NA,0.0947696991489318,1.8508185241229,0.204228251713849,1,0.676900584795322,NA
"A",6,"mcar50","MOFA2",300,2,300,7.43700000000001,"",-0.0294167819361168,8.40200292878598,0.0267489543582506,1,0.304977066718706,1.76211318173634,NA,-0.0451245643215897,9.45642135263292,0.0707865622567604,1,NA,NA
"A",6,"mcar50","ImputeDIABLO",300,2,300,3.60499999999999,"",-0.0355055875039087,4.02466938882127,0.0564483665217236,1,0.103438744690061,1.43043250195419,NA,-0.0343805052636178,4.50254632628176,0.128793083523004,1,NA,NA
"A",6,"mar","WOVEN",300,2,300,6.684,"",0.205507820820321,2.49837362767477,0.224546755808844,1,0.102582511281145,2.15684852660698,NA,0.801924811038822,0.347496356184426,1,1,0.660194325448563,NA
"A",6,"mar","DIABLO",300,2,164,53.711,"",0.045825558849341,2.45829730798038,0.171051892577283,0.546666666666667,0.517186216123241,2.2592147391644,NA,0.045825558849341,2.45829730798038,0.171051892577283,1,0.671270985578064,NA
"A",6,"mar","MOFA2",300,2,300,6.37700000000001,"",-0.0260001897137184,8.07515563536582,0.0706778917857784,1,0.421554488096732,1.51099765234213,NA,-0.0186510136299687,4.14938948607723,0.104429587802709,1,NA,NA
"A",6,"mar","ImputeDIABLO",300,2,300,4.14099999999996,"",-0.0112150214800644,3.77654867215655,0.048651044064218,1,0.263982675036881,1.79380491966749,NA,0.0174748924966503,3.45893302006993,0.0465625864839643,1,NA,NA
"A",7,"complete","WOVEN",300,2,300,12.436,"",0.710259389808107,0.466693750884662,1,1,0.176003917566358,1.56699383082126,NA,0.710259389808107,0.466693750884662,1,1,0.676666666666667,NA
"A",7,"complete","DIABLO",300,2,300,68.428,"",0.0143677795944435,3.31006414401645,0.140494377864996,1,0.47833977139625,1.97336968160012,NA,0.0143677795944435,3.31006414401645,0.140494377864996,1,0.616666666666667,NA
"A",7,"complete","MOFA2",300,2,300,13.093,"",-0.057608018969806,10.2337595077347,0.12327303386915,1,0.612764630572589,1.01542941694398,NA,-0.057608018969806,10.2337595077347,0.124167496430417,1,NA,NA
"A",7,"mcar30","WOVEN",300,2,300,7.10299999999999,"",0.182970945704582,2.13772318794911,0.338925084719993,1,0.0824071339918464,1.57553011422574,NA,0.781452133621188,0.402360686886458,1,1,0.673511904761905,NA
"A",7,"mcar30","DIABLO",300,2,145,47.371,"",0.0166171533137912,2.46342938709302,0.183834984197705,0.483333333333333,0.46067590128486,1.38732774451599,NA,0.0166171533137912,2.46342938709302,0.183834984197705,1,0.69840367965368,NA
"A",7,"mcar30","MOFA2",300,2,300,4.20099999999999,"",-0.0418523933826157,8.05693347639759,0.0442372763240932,1,0.314533799169685,1.91972989186425,NA,-0.0649226900352876,5.8669805934148,0.136857403709754,1,NA,NA
"A",7,"mcar30","ImputeDIABLO",300,2,300,3.58399999999997,"",-0.0471933444330233,2.90486726941948,0.116854889941326,1,0.290876964743231,1.20696798509993,NA,-0.0204600255025918,2.39823090425602,0.163463343884093,1,NA,NA
"A",7,"mcar50","WOVEN",300,2,300,6.14700000000002,"",0.0212231201981672,4.00303877980126,0.100176398785755,1,0.093722405463907,1.54623326194753,NA,0.773466332923944,0.510435604932371,1,1,0.758986928104575,NA
"A",7,"mcar50","DIABLO",300,2,65,33.748,"",0.134057827658767,1.68014500017826,0.453199614167279,0.216666666666667,0.407851340027471,3.37929192814044,NA,0.134057827658767,1.68014500017826,0.453199614167279,1,0.732843137254902,NA
"A",7,"mcar50","MOFA2",300,2,300,4.096,"",-0.0319182177021966,13.3813484832286,0.026079111018887,1,0.270769382324361,1.39730780558411,NA,-0.0435842748079496,4.59206352889958,0.12319710036737,1,NA,NA
"A",7,"mcar50","ImputeDIABLO",300,2,300,2.983,"",0.0046383799489616,3.01263159782294,0.0799899702977239,1,0.170107274735204,1.44966924097097,NA,0.0484082683618606,2.35156452965799,0.221905651582594,1,NA,NA
"A",7,"mar","WOVEN",300,2,300,8.197,"",0.199356763398273,2.28620901398578,0.360140186334366,1,0.0835278860641971,1.4932151301776,NA,0.784306497937951,0.400064683702121,1,1,0.704629390217625,NA
"A",7,"mar","DIABLO",300,2,157,47.555,"",0.0750364137897754,2.10271776982457,0.219728570151603,0.523333333333333,0.260420983385328,1.43011455082054,NA,0.0750364137897754,2.10271776982457,0.219728570151603,1,0.669664404223228,NA
"A",7,"mar","MOFA2",300,2,300,3.36599999999999,"",-0.0605761305148246,8.04234944651552,0.0419660653053542,1,0.321324223717442,1.7880880296325,NA,-0.0369821979243885,5.12191620695408,0.0607249018789203,1,NA,NA
"A",7,"mar","ImputeDIABLO",300,2,300,3.745,"",-0.0122721559618982,3.24725749688838,0.0651560639458242,1,0.163480989489742,0.649749419846523,NA,0.0300359010618364,2.73723918218422,0.113204400376728,1,NA,NA
"A",8,"complete","WOVEN",300,2,300,9.545,"",0.742400252188948,0.432366128713336,1,1,0.176696468585725,2.03467711454151,NA,0.742400252188948,0.432366128713336,1,1,0.62,NA
"A",8,"complete","DIABLO",300,2,300,65.586,"",0.00747156178092504,2.7299456360725,0.159820238632401,1,0.280412996091314,1.6942807045425,NA,0.00747156178092504,2.7299456360725,0.159820238632401,1,0.776666666666667,NA
"A",8,"complete","MOFA2",300,2,300,18.943,"",-0.0345789154772207,7.3864124441032,0.0317683589577785,1,0.693828870465011,0.482240359892724,NA,-0.0345789154772207,7.3864124441032,0.0317683589577785,1,NA,NA
"A",8,"mcar30","WOVEN",300,2,300,5.57000000000001,"",0.136773501476478,2.55151450710856,0.238248598821258,1,0.0886252552683099,1.52997940097648,NA,0.740025028594406,0.459850942875728,1,1,0.650461380724539,NA
"A",8,"mcar30","DIABLO",300,2,142,43.073,"",0.0419870986973425,2.27247121587465,0.199403276424669,0.473333333333333,0.478729111975426,3.44348877454671,NA,0.0419870986973425,2.27247121587465,0.205272131566386,1,0.68592124250019,NA
"A",8,"mcar30","MOFA2",300,2,300,5.255,"",-0.0518473782123377,6.6427200793889,0.0723722378765464,1,0.302798409210333,1.47970226166829,NA,-0.0511203087665544,3.48215878157006,0.164657174500935,1,NA,NA
"A",8,"mcar30","ImputeDIABLO",300,2,300,3.48899999999998,"",-0.00817206121346155,2.71860658268362,0.116612343718541,1,0.252771545479766,1.40558967489899,NA,0.0170436339446551,2.40391647474139,0.152859547655153,1,NA,NA
"A",8,"mcar50","WOVEN",300,2,300,5.089,"",0.023107366414605,4.08894974778669,0.14393422200189,1,0.0945826344245133,1.96040045395606,NA,0.754208951089304,0.579679748793179,1,1,0.669857737291948,NA
"A",8,"mcar50","DIABLO",300,2,79,35.351,"",0.0891069962589433,1.93223721047294,0.375418366191877,0.263333333333333,0.399417109487188,2.81647665211773,NA,0.0891069962589433,1.93223721047294,0.360857665375125,1,0.720148729194782,NA
"A",8,"mcar50","MOFA2",300,2,300,5.667,"",-0.0340442206375864,14.1415796009311,0.0478603064619656,1,0.27153808113661,1.08927828026282,NA,-0.0713335235692687,5.09074103568,0.106328372843483,1,NA,NA
"A",8,"mcar50","ImputeDIABLO",300,2,300,3.08599999999998,"",-0.0308421757568459,3.18283999688953,0.103976860174815,1,0.269237846809618,1.80381527921971,NA,0.0390894460982286,2.28571405626093,0.270231762582516,1,NA,NA
"A",8,"mar","WOVEN",300,2,300,6.239,"",0.168716650931756,2.21857679435065,0.331702604872774,1,0.0608178322457963,2.21590060921079,NA,0.780504604253324,0.402879703577152,1,1,0.721749084249084,NA
"A",8,"mar","DIABLO",300,2,160,47.02,"",0.0478776774022996,2.63847744580278,0.127440565827567,0.533333333333333,0.417663591081735,1.04037762790362,NA,0.0478776774022996,2.63847744580278,0.127440565827567,1,0.793452380952381,NA
"A",8,"mar","MOFA2",300,2,300,4.98500000000001,"",-0.0442235912584585,8.20944757164174,0.027104241371685,1,0.354622727802982,1.17281254551307,NA,-0.0424883282788343,7.11264255195963,0.066619670611862,1,NA,NA
"A",8,"mar","ImputeDIABLO",300,2,300,3.88100000000003,"",-0.0467645590090617,3.78898672740744,0.0614345174919591,1,0.151907577113956,1.98504890370521,NA,-0.0611613575118666,3.66517506337673,0.0598191208010227,1,NA,NA
"A",9,"complete","WOVEN",300,2,300,9.271,"",0.68767962267648,0.506711899509327,1,1,0.228510726370517,1.22712852283399,NA,0.68767962267648,0.506711899509327,1,1,0.653333333333333,NA
"A",9,"complete","DIABLO",300,2,300,66.366,"",0.00758456318177739,2.91068514959855,0.15566928835079,1,0.389787449803075,0.852601490894483,NA,0.00758456318177739,2.91068514959855,0.15566928835079,1,0.666666666666667,NA
"A",9,"complete","MOFA2",300,2,300,17.161,"",-0.0670544861954275,8.93975748584847,0.116781084220349,1,0.661104523410991,0.203373516959503,NA,-0.0670544861954275,8.93975748584847,0.108909106255813,1,NA,NA
