"rep","parameter","value","sil_anchor","elapsed","error"
5,"lambda",0.01,0.705318700598827,0.798,""
5,"lambda",0.05,0.705226028865086,0.797,""
5,"lambda",0.1,0.705075990589289,0.791,""
5,"lambda",0.5,0.703131750161876,0.790999999999999,""
5,"lambda",1,0.699733419976631,0.792999999999999,""
5,"gamma_y",0,-0.171929642680442,0.788,""
5,"gamma_y",0.1,0.705276866888713,0.787000000000001,""
5,"gamma_y",0.5,0.70531856952686,0.808999999999999,""
5,"gamma_y",1,0.705318700598827,0.982000000000001,""
5,"gamma_y",2,0.705318210174757,0.800000000000001,""
5,"gamma_y",5,0.705317709872215,0.798999999999999,""
5,"gamma_y",10,0.705317501386397,0.803000000000001,""
5,"gamma_y",20,0.705317386532743,0.802,""
5,"k_nn",3,0.755890553150916,0.560000000000002,""
5,"k_nn",5,0.797412152172729,0.754000000000001,""
5,"k_nn",10,0.705318700598827,0.765000000000001,""
5,"k_nn",15,0.717376136971988,0.757999999999999,""
5,"k_nn",25,0.779254812255089,0.553000000000001,""
5,"k_nn",50,0.810079235412271,0.588000000000001,""
6,"lambda",1e-04,0.804817753850219,0.883,""
6,"lambda",0.001,0.804816112325008,0.776,""
6,"lambda",0.005,0.8048081459836,0.98,""
6,"lambda",0.01,0.80479696502221,0.783,""
6,"lambda",0.05,0.80467299284815,0.735,""
6,"lambda",0.1,0.804456207831361,0.756,""
6,"lambda",0.5,0.801496685557905,0.743,""
6,"lambda",1,0.796439310771965,0.790000000000001,""
6,"gamma_y",0,-0.130071551557636,0.75,""
6,"gamma_y",0.1,0.804667518352427,0.789,""
6,"gamma_y",0.5,0.804790867103534,0.779999999999999,""
6,"gamma_y",1,0.80479696502221,0.774000000000001,""
6,"gamma_y",2,0.804798944155011,0.802,""
6,"gamma_y",5,0.804799765398928,0.783999999999999,""
6,"gamma_y",10,0.804799992359593,0.799999999999999,""
6,"gamma_y",20,0.804800108865906,0.795999999999999,""
6,"k_nn",3,0.861053277952248,0.556000000000001,""
6,"k_nn",5,0.82341624058398,0.730999999999998,""
6,"k_nn",10,0.80479696502221,0.754000000000001,""
6,"k_nn",15,0.783570156889528,0.716999999999999,""
6,"k_nn",25,0.77202871508084,0.756,""
6,"k_nn",50,0.77558107964347,0.684999999999999,""
7,"lambda",1e-04,0.710260800382373,0.939,""
7,"lambda",0.001,0.710259504850677,0.823,""
7,"lambda",0.005,0.710253426751011,0.806,""
7,"lambda",0.01,0.710245295175016,0.79,""
7,"lambda",0.05,0.710164334459046,0.808,""
7,"lambda",0.1,0.710033144058011,0.789,""
7,"lambda",0.5,0.708247959676047,0.802,""
7,"lambda",1,0.704955614020351,0.790000000000001,""
7,"gamma_y",0,-0.0523495972709309,0.796999999999999,""
7,"gamma_y",0.1,0.710199449004005,0.807,""
7,"gamma_y",0.5,0.710244156065039,0.811999999999999,""
7,"gamma_y",1,0.710245295175016,0.811999999999999,""
7,"gamma_y",2,0.710245380813119,0.798,""
7,"gamma_y",5,0.710245268930714,0.797000000000001,""
7,"gamma_y",10,0.71024521024781,0.756,""
7,"gamma_y",20,0.710245181569535,0.808,""
7,"k_nn",3,0.815821782884971,0.556000000000001,""
7,"k_nn",5,0.713295674195182,0.752000000000002,""
7,"k_nn",10,0.710245295175016,0.734999999999999,""
7,"k_nn",15,0.690825715104035,0.547000000000001,""
7,"k_nn",25,0.696886246541671,0.574000000000002,""
7,"k_nn",50,0.711333019760081,0.692,""
