"rep","arm","condition","method","sil","nmi","ber","n_used","ess","elapsed","error"
32,"B","mar","IntegrAO",-0.0391076859815727,0.00674318554071422,0.72,300,1,75.762,NA
33,"B","complete","IntegrAO",-0.0403679542426619,0.012717763267845,0.72,300,1,118.666,NA
33,"B","mcar30","IntegrAO",-0.0354234696472722,0.0160199680831521,0.706666666666667,300,1,48.794,NA
33,"B","mcar50","IntegrAO",-0.034665419801544,0.00480763261373631,0.74,300,1,128.949,NA
33,"B","mar","IntegrAO",-0.059608408433352,0.0182908335024737,0.72,300,1,56.341,NA
34,"B","complete","IntegrAO",-0.0433794052380965,0.0107653575239695,0.773333333333333,300,1,114.194,NA
34,"B","mcar30","IntegrAO",-0.0349015176055089,0.00941634718137661,0.75,300,1,76.136,NA
34,"B","mcar50","IntegrAO",-0.0385162043345992,0.00507236218911674,0.773333333333333,300,1,75.786,NA
34,"B","mar","IntegrAO",-0.0364018591012224,0.00654889015270698,0.74,300,1,83.721,NA
35,"B","complete","IntegrAO",-0.0439614671748788,0.0151178390574648,0.746666666666667,300,1,110.32,NA
35,"B","mcar30","IntegrAO",-0.0397999247147338,0.0160890482375674,0.73,300,1,78.355,NA
35,"B","mcar50","IntegrAO",-0.0361553126651391,0.00846917614677763,0.78,300,1,69.888,NA
35,"B","mar","IntegrAO",-0.0452529263445263,0.0266750322705829,0.666666666666667,300,1,83.275,NA
36,"B","complete","IntegrAO",-0.0525179835481284,0.0122882863677841,0.733333333333333,300,1,97.968,NA
36,"B","mcar30","IntegrAO",-0.0372142041079684,0.0116429859100018,0.736666666666667,300,1,66.089,NA
36,"B","mcar50","IntegrAO",-0.0302333231270265,0.0106041900141439,0.703333333333333,300,1,68.221,NA
36,"B","mar","IntegrAO",-0.0412618891845206,0.0175983937346355,0.733333333333333,300,1,87.747,NA
37,"B","complete","IntegrAO",-0.0533065889664773,0.0106417805830329,0.693333333333333,300,1,118.089,NA
37,"B","mcar30","IntegrAO",-0.0423300695900778,0.0146799375509919,0.703333333333333,300,1,77.376,NA
37,"B","mcar50","IntegrAO",-0.0501054118947092,0.0163192937027451,0.753333333333333,300,1,81.041,NA
37,"B","mar","IntegrAO",-0.059897767078576,0.0174857539142867,0.763333333333333,300,1,86.557,NA
38,"B","complete","IntegrAO",-0.0395552446806323,0.0173096020248754,0.77,300,1,98.568,NA
38,"B","mcar30","IntegrAO",-0.0386478098496501,0.017616108478556,0.77,300,1,65.644,NA
38,"B","mcar50","IntegrAO",-0.044406598741853,0.0133859880087992,0.68,300,1,64.379,NA
38,"B","mar","IntegrAO",-0.0534280575851477,0.0394205677558074,0.676666666666667,300,1,79.662,NA
39,"B","complete","IntegrAO",-0.0505679565514371,0.0184120542432022,0.646666666666667,300,1,102.633,NA
39,"B","mcar30","IntegrAO",-0.034586400644511,0.00901179334891899,0.74,300,1,77.138,NA
39,"B","mcar50","IntegrAO",-0.0372975171354931,0.00500515895982385,0.74,300,1,76.102,NA
39,"B","mar","IntegrAO",-0.0558226246158742,0.0110550964297695,0.74,300,1,78.158,NA
40,"B","complete","IntegrAO",-0.0455936030828765,0.0145241092100388,0.706666666666667,300,1,152.148,NA
40,"B","mcar30","IntegrAO",-0.0387098258326002,0.0114507105913289,0.773333333333333,300,1,91.685,NA
40,"B","mcar50","IntegrAO",-0.0475276530877138,0.0249729522781858,0.713333333333333,300,1,49.494,NA
40,"B","mar","IntegrAO",-0.0387338845680005,0.0142751752301114,0.746666666666667,300,1,54.063,NA
41,"B","complete","IntegrAO",-0.0607606739783732,0.016312486491965,0.726666666666667,300,1,107.265,NA
41,"B","mcar30","IntegrAO",-0.043484156959905,0.0155985776493406,0.753333333333333,300,1,76.547,NA
41,"B","mcar50","IntegrAO",-0.0323220045606588,0.0058258206185856,0.73,300,1,63.843,NA
41,"B","mar","IntegrAO",-0.0373616185697211,0.0120232700016703,0.753333333333333,300,1,71.709,NA
42,"B","complete","IntegrAO",-0.0581895546822757,0.0210811454102861,0.77,300,1,106.475,NA
42,"B","mcar30","IntegrAO",-0.0396382712857195,0.0128963091266964,0.703333333333333,300,1,76.572,NA
42,"B","mcar50","IntegrAO",-0.0300383345670744,0.010214795323975,0.753333333333333,300,1,81.949,NA
42,"B","mar","IntegrAO",-0.0418821419840816,0.0141809522725242,0.72,300,1,72.196,NA
43,"B","complete","IntegrAO",-0.055595731784065,0.0169831209277933,0.73,300,1,101.745,NA
43,"B","mcar30","IntegrAO",-0.0423686707197938,0.0163308210521723,0.746666666666667,300,1,88.352,NA
43,"B","mcar50","IntegrAO",-0.0426585094418138,0.0140939438891968,0.73,300,1,74.483,NA
43,"B","mar","IntegrAO",-0.0569578223925672,0.0191951361120152,0.686666666666667,300,1,88.276,NA
44,"B","complete","IntegrAO",-0.0292297865108229,0.00381325146136281,0.76,300,1,121.606,NA
44,"B","mcar30","IntegrAO",-0.0481296790183014,0.0186993801224828,0.75,300,1,92.562,NA
44,"B","mcar50","IntegrAO",-0.0418957387634897,0.0210350523092532,0.68,300,1,60.671,NA
44,"B","mar","IntegrAO",-0.0578569640500066,0.0144486699003751,0.69,300,1,81.348,NA
45,"B","complete","IntegrAO",-0.0586661423839868,0.0163103813666613,0.693333333333333,300,1,111.041,NA
45,"B","mcar30","IntegrAO",-0.0453590021853952,0.0068578997277553,0.723333333333333,300,1,80.222,NA
45,"B","mcar50","IntegrAO",-0.0368358715905237,0.0208688025639317,0.713333333333333,300,1,77.423,NA
45,"B","mar","IntegrAO",-0.0555941266201535,0.013880403854871,0.74,300,1,83.39,NA
46,"B","complete","IntegrAO",-0.0412525689963207,0.0119989666670122,0.686666666666667,300,1,115.589,NA
46,"B","mcar30","IntegrAO",-0.0418855548825852,0.0244787165802279,0.673333333333333,300,1,82.711,NA
46,"B","mcar50","IntegrAO",-0.0256656929989041,0.0184447409638143,0.726666666666667,300,1,57.942,NA
46,"B","mar","IntegrAO",-0.0339519915140534,0.0178429924663879,0.666666666666667,300,1,106.206,NA
47,"B","complete","IntegrAO",-0.0445276133111346,0.0163005933611922,0.683333333333333,300,1,135.108,NA
47,"B","mcar30","IntegrAO",-0.0429420972947886,0.0132471805187356,0.693333333333333,300,1,70.57,NA
47,"B","mcar50","IntegrAO",-0.042753592044634,0.0143680179627398,0.743333333333333,300,1,62.434,NA
47,"B","mar","IntegrAO",-0.0411207028239027,0.010144039501135,0.773333333333333,300,1,136.33,NA
48,"B","complete","IntegrAO",-0.046095011970105,0.0101059335044282,0.69,300,1,114.297,NA
48,"B","mcar30","IntegrAO",-0.0345694671104269,0.00355413917078022,0.75,300,1,78.2,NA
48,"B","mcar50","IntegrAO",-0.0387198613567052,0.0277311237154563,0.686666666666667,300,1,67.801,NA
48,"B","mar","IntegrAO",-0.0493207381761061,0.011560091187696,0.796666666666667,300,1,87.476,NA
49,"B","complete","IntegrAO",-0.0689624920304672,0.0126760541775659,0.733333333333333,300,1,113.662,NA
49,"B","mcar30","IntegrAO",-0.0398635461650691,0.00964234111589194,0.726666666666667,300,1,70.087,NA
49,"B","mcar50","IntegrAO",-0.0334806163455948,0.0241227648478511,0.69,300,1,60.495,NA
49,"B","mar","IntegrAO",-0.0542465561060688,0.0234821994161602,0.683333333333333,300,1,91.491,NA
50,"B","complete","IntegrAO",-0.0335953268072687,0.00596357422470482,0.716666666666667,300,1,111.094,NA
50,"B","mcar30","IntegrAO",-0.0502793003585127,0.00733989394931335,0.746666666666667,300,1,82.8,NA
50,"B","mcar50","IntegrAO",-0.0406234260436276,0.0102947035840032,0.72,300,1,76.4,NA
50,"B","mar","IntegrAO",-0.0485648338884417,0.00771668172628796,0.806666666666667,300,1,94.144,NA
51,"B","complete","IntegrAO",-0.0626174478623767,0.0143384275740617,0.683333333333333,300,1,105.536,NA
51,"B","mcar30","IntegrAO",-0.0545360291081381,0.0138469905866526,0.756666666666667,300,1,72.195,NA
51,"B","mcar50","IntegrAO",-0.0383006334139982,0.012927141978362,0.723333333333333,300,1,61.866,NA
51,"B","mar","IntegrAO",-0.0609644529572702,0.0292197221636289,0.746666666666667,300,1,73.203,NA
52,"B","complete","IntegrAO",-0.0474711722858009,0.0177099153946579,0.633333333333333,300,1,100.047,NA
52,"B","mcar30","IntegrAO",-0.0436771455521768,0.0201404801713406,0.706666666666667,300,1,76.943,NA
52,"B","mcar50","IntegrAO",-0.0412658334515485,0.0187860016642288,0.736666666666667,300,1,69.372,NA
52,"B","mar","IntegrAO",-0.0574800915511718,0.0328758951876784,0.616666666666667,300,1,78.513,NA
53,"B","complete","IntegrAO",-0.0555785965387631,0.0181301644964147,0.713333333333333,300,1,104.073,NA
53,"B","mcar30","IntegrAO",-0.047398199533114,0.0108230364246038,0.726666666666667,300,1,85.35,NA
53,"B","mcar50","IntegrAO",-0.0516029067120138,0.0241599599052458,0.716666666666667,300,1,70.449,NA
53,"B","mar","IntegrAO",-0.0548315183647442,0.0188310790597085,0.66,300,1,82.74,NA
54,"B","complete","IntegrAO",-0.0450048331179825,0.0187999242375695,0.713333333333333,300,1,99.263,NA
54,"B","mcar30","IntegrAO",-0.0509571120084873,0.0136265606138492,0.636666666666667,300,1,89.289,NA
54,"B","mcar50","IntegrAO",-0.0469437243896473,0.022691281638544,0.736666666666667,300,1,70.018,NA
54,"B","mar","IntegrAO",-0.0541882133972485,0.0215855698190265,0.726666666666667,300,1,144.094,NA
55,"B","complete","IntegrAO",-0.0391953311524251,0.00532369307626125,0.723333333333333,300,1,115.718,NA
55,"B","mcar30","IntegrAO",-0.0423837146023409,0.0114732558994566,0.726666666666667,300,1,80.391,NA
55,"B","mcar50","IntegrAO",-0.0328666125939533,0.00772483827615003,0.743333333333333,300,1,78.105,NA
55,"B","mar","IntegrAO",-0.0404825723773993,0.00496548785289931,0.7,300,1,96.344,NA
56,"B","complete","IntegrAO",-0.0468146032403905,0.00847060458101184,0.7,300,1,113.284,NA
56,"B","mcar30","IntegrAO",-0.0303140619268821,0.00958186154321947,0.756666666666667,300,1,86.05,NA
56,"B","mcar50","IntegrAO",-0.033888464886585,0.00966886026563951,0.773333333333333,300,1,70.849,NA
56,"B","mar","IntegrAO",-0.0486155495652768,0.0206532056518926,0.723333333333333,300,1,89.759,NA
57,"B","complete","IntegrAO",-0.0412055866627613,0.025416175151235,0.73,300,1,102.404,NA
57,"B","mcar30","IntegrAO",-0.035969311083657,0.00554551286344129,0.676666666666667,300,1,97.906,NA
57,"B","mcar50","IntegrAO",-0.0438228241680841,0.0123769661643554,0.71,300,1,79.439,NA
57,"B","mar","IntegrAO",-0.0536773399009214,0.0328833872333319,0.73,300,1,80.556,NA
58,"B","complete","IntegrAO",-0.0390032326045679,0.00535282259416166,0.75,300,1,112.71,NA
58,"B","mcar30","IntegrAO",-0.0495060344946748,0.019853954407,0.67,300,1,82.804,NA
58,"B","mcar50","IntegrAO",-0.0424184844035007,0.0125297454252344,0.756666666666667,300,1,65.364,NA
58,"B","mar","IntegrAO",-0.055368284338154,0.0165571590583228,0.693333333333333,300,1,90.777,NA
59,"B","complete","IntegrAO",-0.0469574545409702,0.00759166000122755,0.67,300,1,107.764,NA
59,"B","mcar30","IntegrAO",-0.0421674183333773,0.00762683392227417,0.766666666666667,300,1,81.957,NA
59,"B","mcar50","IntegrAO",-0.0275740759138288,0.00836712046577928,0.77,300,1,74.601,NA
59,"B","mar","IntegrAO",-0.0474466061656666,0.0381719535379339,0.703333333333333,300,1,81.657,NA
60,"B","complete","IntegrAO",-0.0450148838997601,0.00851231674150541,0.696666666666667,300,1,107.634,NA
60,"B","mcar30","IntegrAO",-0.0486987399501962,0.0205646485614939,0.743333333333333,300,1,73.266,NA
60,"B","mcar50","IntegrAO",-0.0436653854417099,0.0147250099723862,0.73,300,1,66.174,NA
60,"B","mar","IntegrAO",-0.0519489529681708,0.018552463840307,0.686666666666667,300,1,82.302,NA
61,"B","complete","IntegrAO",-0.040413950954551,0.00821287685038021,0.696666666666667,300,1,89.759,NA
61,"B","mcar30","IntegrAO",-0.0437855858387069,0.0272579492810626,0.66,300,1,91.936,NA
61,"B","mcar50","IntegrAO",-0.0388117251992566,0.0125383983598643,0.776666666666667,300,1,83.315,NA
61,"B","mar","IntegrAO",-0.0533648631093435,0.0166144031664882,0.68,300,1,78.543,NA
62,"B","complete","IntegrAO",-0.0565039992305402,0.0184609616286127,0.693333333333333,300,1,119.245,NA
62,"B","mcar30","IntegrAO",-0.0459789805255294,0.0214047457599014,0.76,300,1,91.402,NA
62,"B","mcar50","IntegrAO",-0.0320177715099956,0.00540381172470334,0.75,300,1,71.782,NA
62,"B","mar","IntegrAO",-0.055522107027809,0.0229468940271976,0.75,300,1,107.519,NA
63,"B","complete","IntegrAO",-0.0554017716969893,0.0155655602047817,0.706666666666667,300,1,112.098,NA
63,"B","mcar30","IntegrAO",-0.0475258928828192,0.0144734937158347,0.746666666666667,300,1,71.535,NA
63,"B","mcar50","IntegrAO",-0.0340196026840909,0.0116277499384657,0.733333333333333,300,1,61.11,NA
63,"B","mar","IntegrAO",-0.0618939928541778,0.0182214593220036,0.693333333333333,300,1,73.506,NA
64,"B","complete","IntegrAO",-0.0361917814189379,0.00658821511665958,0.716666666666667,300,1,116.973,NA
64,"B","mcar30","IntegrAO",-0.0450198816586593,0.0161104839135105,0.696666666666667,300,1,84.572,NA
64,"B","mcar50","IntegrAO",-0.0432142904940686,0.00791096205905017,0.756666666666667,300,1,81.419,NA
64,"B","mar","IntegrAO",-0.0506601363709707,0.0159549116813437,0.716666666666667,300,1,83.326,NA
65,"B","complete","IntegrAO",-0.0469657027996696,0.00828593224433146,0.706666666666667,300,1,116.421,NA
65,"B","mcar30","IntegrAO",-0.0621592013206275,0.0240571618926842,0.75,300,1,88.588,NA
65,"B","mcar50","IntegrAO",-0.0336802137067495,0.0110204032020813,0.74,300,1,74.865,NA
65,"B","mar","IntegrAO",-0.0531214718320778,0.0064072415380343,0.763333333333333,300,1,90.25,NA
66,"B","complete","IntegrAO",-0.0472052292064524,0.0133957626270806,0.683333333333333,300,1,119.591,NA
66,"B","mcar30","IntegrAO",-0.0406364004738246,0.0147151854692858,0.693333333333333,300,1,76.472,NA
66,"B","mcar50","IntegrAO",-0.0449760497927241,0.0185759056701837,0.713333333333333,300,1,65.81,NA
66,"B","mar","IntegrAO",-0.053007430102628,0.0060730255968145,0.696666666666667,300,1,77.462,NA
67,"B","complete","IntegrAO",-0.0313229329064502,0.00400016715254572,0.76,300,1,128.419,NA
67,"B","mcar30","IntegrAO",-0.0390475000614921,0.0133749976701268,0.72,300,1,75.358,NA
67,"B","mcar50","IntegrAO",-0.0367359485032978,0.00620744877537188,0.736666666666667,300,1,77.006,NA
67,"B","mar","IntegrAO",-0.0510003570880839,0.01257361743674,0.723333333333333,300,1,81.543,NA
68,"B","complete","IntegrAO",-0.0474448501464012,0.0195608900570594,0.716666666666667,300,1,94.085,NA
68,"B","mcar30","IntegrAO",-0.0480149758816389,0.0251183421408747,0.766666666666667,300,1,77.983,NA
68,"B","mcar50","IntegrAO",-0.0296333775609091,0.0118690558688707,0.773333333333333,300,1,75.913,NA
68,"B","mar","IntegrAO",-0.056566890389631,0.0218856449509028,0.753333333333333,300,1,90.949,NA
69,"B","complete","IntegrAO",-0.0453674347409364,0.0103896842457238,0.69,300,1,116.716,NA
69,"B","mcar30","IntegrAO",-0.0375407377998703,0.0178415488042927,0.693333333333333,300,1,80.911,NA
69,"B","mcar50","IntegrAO",-0.0402256526212467,0.00992559428414965,0.743333333333333,300,1,60.072,NA
69,"B","mar","IntegrAO",-0.0474102255529301,0.0130635837351581,0.723333333333333,300,1,83.396,NA
70,"B","complete","IntegrAO",-0.0467477355510952,0.0130605589807877,0.716666666666667,300,1,113.628,NA
70,"B","mcar30","IntegrAO",-0.0460246234754439,0.019447234273003,0.753333333333333,300,1,107.979,NA
70,"B","mcar50","IntegrAO",-0.0305338729593956,0.0085792995788682,0.7,300,1,84.814,NA
70,"B","mar","IntegrAO",-0.0541982527824557,0.0190477570171449,0.663333333333333,300,1,63.496,NA
71,"B","complete","IntegrAO",-0.0345757313039339,0.00474518424335986,0.693333333333333,300,1,106.093,NA
71,"B","mcar30","IntegrAO",-0.0407874516469988,0.0250691152631969,0.636666666666667,300,1,62.892,NA
71,"B","mcar50","IntegrAO",-0.0455622166386865,0.0170985668806861,0.74,300,1,69.838,NA
71,"B","mar","IntegrAO",-0.0447419071829021,0.0119980113086512,0.686666666666667,300,1,92.328,NA
72,"B","complete","IntegrAO",-0.0552494415191044,0.00983345217280803,0.716666666666667,300,1,96.47,NA
72,"B","mcar30","IntegrAO",-0.0355276621751376,0.00649008479193274,0.756666666666667,300,1,89.347,NA
72,"B","mcar50","IntegrAO",-0.0465118217694133,0.0171640778555701,0.723333333333333,300,1,85.42,NA
72,"B","mar","IntegrAO",-0.0484020262763412,0.0102711004926285,0.713333333333333,300,1,75.742,NA
73,"B","complete","IntegrAO",-0.0522698363118524,0.0323606231387591,0.68,300,1,104.328,NA
73,"B","mcar30","IntegrAO",-0.0329725242445977,0.010639490324731,0.64,300,1,90.967,NA
73,"B","mcar50","IntegrAO",-0.0319474775611228,0.0041318107683432,0.706666666666667,300,1,70.094,NA
73,"B","mar","IntegrAO",-0.0370130817929394,0.0119208214827199,0.71,300,1,86.966,NA
74,"B","complete","IntegrAO",-0.0448351878592908,0.0202322900159059,0.676666666666667,300,1,123.15,NA
74,"B","mcar30","IntegrAO",-0.0371194815300995,0.0138254778795984,0.736666666666667,300,1,78.893,NA
74,"B","mcar50","IntegrAO",-0.0371142365340405,0.00735980419374005,0.673333333333333,300,1,84.426,NA
74,"B","mar","IntegrAO",-0.0451452831545869,0.011663369301943,0.776666666666667,300,1,77.227,NA
75,"B","complete","IntegrAO",-0.0457079239143298,0.0208308548229641,0.643333333333333,300,1,153.739,NA
75,"B","mcar30","IntegrAO",-0.0451756880059922,0.0133660337542254,0.706666666666667,300,1,70.253,NA
75,"B","mcar50","IntegrAO",-0.0364744049346392,0.0105694560994854,0.79,300,1,64.835,NA
75,"B","mar","IntegrAO",-0.0468959899053891,0.0100220855257195,0.703333333333333,300,1,86.233,NA
76,"B","complete","IntegrAO",-0.06395192849541,0.0156127099157367,0.753333333333333,300,1,115.315,NA
76,"B","mcar30","IntegrAO",-0.0372381108454503,0.00805770347568677,0.753333333333333,300,1,63.544,NA
76,"B","mcar50","IntegrAO",-0.0334637007677319,0.00774715209674634,0.763333333333333,300,1,66.219,NA
76,"B","mar","IntegrAO",-0.0572601477803621,0.0143666737823485,0.743333333333333,300,1,81.95,NA
77,"B","complete","IntegrAO",-0.027689530763386,0.0094625784812758,0.723333333333333,300,1,111.567,NA
77,"B","mcar30","IntegrAO",-0.0457752881774566,0.0140820890386546,0.676666666666667,300,1,75.868,NA
77,"B","mcar50","IntegrAO",-0.0513338234763407,0.017239165268286,0.75,300,1,91.127,NA
77,"B","mar","IntegrAO",-0.0519239475761245,0.00620813367407471,0.73,300,1,74.16,NA
78,"B","complete","IntegrAO",-0.051349477077956,0.0172481763067318,0.766666666666667,300,1,118.025,NA
78,"B","mcar30","IntegrAO",-0.0479562002811623,0.015547932668966,0.723333333333333,300,1,83.831,NA
78,"B","mcar50","IntegrAO",-0.0423444294392652,0.00957732277821145,0.703333333333333,300,1,63.839,NA
78,"B","mar","IntegrAO",-0.0604565864252482,0.0193594254269593,0.686666666666667,300,1,70.742,NA
79,"B","complete","IntegrAO",-0.0425679815130685,0.00929597658101852,0.696666666666667,300,1,115.635,NA
79,"B","mcar30","IntegrAO",-0.0427909137639723,0.0189000031641776,0.686666666666667,300,1,94.177,NA
79,"B","mcar50","IntegrAO",-0.0329428735160791,0.00638288369182788,0.783333333333333,300,1,79.654,NA
79,"B","mar","IntegrAO",-0.0427993504849499,0.0133266945990268,0.676666666666667,300,1,82.434,NA
80,"B","complete","IntegrAO",-0.0433301810573238,0.0214721812986978,0.65,300,1,103.552,NA
80,"B","mcar30","IntegrAO",-0.0311748821076794,0.0089507948234667,0.666666666666667,300,1,79.836,NA
80,"B","mcar50","IntegrAO",-0.0496769265258193,0.0259990628814397,0.66,300,1,81.917,NA
80,"B","mar","IntegrAO",-0.0461652024548008,0.0159686872774033,0.633333333333333,300,1,76.414,NA
81,"B","complete","IntegrAO",-0.060937445181652,0.0210752302701576,0.656666666666667,300,1,110.638,NA
81,"B","mcar30","IntegrAO",-0.0492194486636438,0.0245112556177076,0.666666666666667,300,1,77.188,NA
81,"B","mcar50","IntegrAO",-0.0369551116513889,0.0102303523711609,0.763333333333333,300,1,70.099,NA
81,"B","mar","IntegrAO",-0.0529401351547964,0.0218331746983197,0.72,300,1,78.051,NA
82,"B","complete","IntegrAO",-0.0455485408587134,0.0115762619692338,0.703333333333333,300,1,123.486,NA
82,"B","mcar30","IntegrAO",-0.0543587886381402,0.018872899184016,0.74,300,1,96.746,NA
82,"B","mcar50","IntegrAO",-0.0469136338398349,0.0126829952606599,0.743333333333333,300,1,46.823,NA
82,"B","mar","IntegrAO",-0.0598728381514044,0.0122929347384159,0.75,300,1,53.607,NA
83,"B","complete","IntegrAO",-0.0839797094862039,0.0147187187305017,0.69,300,1,112.791,NA
83,"B","mcar30","IntegrAO",-0.0511646472531308,0.0390484783302795,0.7,300,1,85.473,NA
83,"B","mcar50","IntegrAO",-0.0461837993365536,0.0344665465574973,0.726666666666667,300,1,75.194,NA
83,"B","mar","IntegrAO",-0.0486389375679358,0.0158550063345295,0.736666666666667,300,1,136.607,NA
84,"B","complete","IntegrAO",-0.0546877649138742,0.0164375923061711,0.703333333333333,300,1,110.102,NA
84,"B","mcar30","IntegrAO",-0.036603725872564,0.0123167895219615,0.726666666666667,300,1,76.93,NA
84,"B","mcar50","IntegrAO",-0.0352045944702867,0.0129532889131709,0.77,300,1,70.395,NA
84,"B","mar","IntegrAO",-0.0413533975655884,0.00568246213448904,0.75,300,1,81.15,NA
85,"B","complete","IntegrAO",-0.0312486627643705,0.00777940655057063,0.733333333333333,300,1,112.213,NA
85,"B","mcar30","IntegrAO",-0.0345883104957333,0.00510965881076041,0.713333333333333,300,1,76.56,NA
85,"B","mcar50","IntegrAO",-0.0416063851034359,0.0253803126398223,0.74,300,1,58.029,NA
85,"B","mar","IntegrAO",-0.0484903420170127,0.014254862977957,0.663333333333333,300,1,90.33,NA
86,"B","complete","IntegrAO",-0.0437034219233288,0.014194513231991,0.7,300,1,116.017,NA
86,"B","mcar30","IntegrAO",-0.0555169658098161,0.0311448591418031,0.703333333333333,300,1,85.065,NA
86,"B","mcar50","IntegrAO",-0.0340736726422017,0.00316059279926313,0.783333333333333,300,1,70.876,NA
86,"B","mar","IntegrAO",-0.0528474056894943,0.0172053039382092,0.766666666666667,300,1,73.959,NA
87,"B","complete","IntegrAO",-0.0511437213458774,0.0150541900128675,0.726666666666667,300,1,107.521,NA
87,"B","mcar30","IntegrAO",-0.0486257802047827,0.0137423149271881,0.716666666666667,300,1,74.608,NA
87,"B","mcar50","IntegrAO",-0.0436232916673745,0.0129320279263962,0.713333333333333,300,1,82.301,NA
87,"B","mar","IntegrAO",-0.0512142172359481,0.0124036657749252,0.68,300,1,71.563,NA
88,"B","complete","IntegrAO",-0.0529335035143558,0.0149823251515978,0.736666666666667,300,1,108.489,NA
88,"B","mcar30","IntegrAO",-0.0538829103255835,0.0136459098879094,0.726666666666667,300,1,81.834,NA
88,"B","mcar50","IntegrAO",-0.0328990101069203,0.0118968115757228,0.79,300,1,60.579,NA
88,"B","mar","IntegrAO",-0.0430138867282319,0.00893692222325268,0.703333333333333,300,1,71.015,NA
89,"B","complete","IntegrAO",-0.0488413104089473,0.0235639548022251,0.7,300,1,177.958,NA
89,"B","mcar30","IntegrAO",-0.0403952190090492,0.00747820841031828,0.69,300,1,79.558,NA
89,"B","mcar50","IntegrAO",-0.0341236485934387,0.0172759001287198,0.693333333333333,300,1,140.908,NA
89,"B","mar","IntegrAO",-0.0482695211966637,0.0266990209675012,0.656666666666667,300,1,144.389,NA
90,"B","complete","IntegrAO",-0.0348458765682273,0.00672156832630753,0.79,300,1,120.237,NA
90,"B","mcar30","IntegrAO",-0.0368400106764203,0.01053716854714,0.823333333333333,300,1,79.233,NA
90,"B","mcar50","IntegrAO",-0.046038825666559,0.0127948579222627,0.723333333333333,300,1,68.604,NA
90,"B","mar","IntegrAO",-0.0442859684203404,0.00731116024006146,0.79,300,1,78.357,NA
91,"B","complete","IntegrAO",-0.0628448957371673,0.0102849929551715,0.723333333333333,300,1,115.404,NA
91,"B","mcar30","IntegrAO",-0.028886865552985,0.00571676646348034,0.75,300,1,91.975,NA
91,"B","mcar50","IntegrAO",-0.0544207164593481,0.0168849922287293,0.756666666666667,300,1,80.862,NA
91,"B","mar","IntegrAO",-0.0435069896863477,0.00771066538349744,0.796666666666667,300,1,80.298,NA
92,"B","complete","IntegrAO",-0.0317155914642044,0.00501964297595325,0.7,300,1,118.766,NA
92,"B","mcar30","IntegrAO",-0.0517301942964629,0.0182806053339654,0.73,300,1,90.415,NA
92,"B","mcar50","IntegrAO",-0.0502466522316388,0.00975057992804425,0.706666666666667,300,1,80.437,NA
92,"B","mar","IntegrAO",-0.0404148154519579,0.0108399221254413,0.803333333333333,300,1,80.976,NA
93,"B","complete","IntegrAO",-0.0349678903871919,0.00283218460808397,0.66,300,1,115.068,NA
93,"B","mcar30","IntegrAO",-0.0323128905101645,0.00868165827293599,0.746666666666667,300,1,92.357,NA
93,"B","mcar50","IntegrAO",-0.0420736270274036,0.0222777369096114,0.733333333333333,300,1,61.764,NA
93,"B","mar","IntegrAO",-0.0518272095075165,0.0114506881554577,0.696666666666667,300,1,67.308,NA
94,"B","complete","IntegrAO",-0.0378920370666284,0.00586905882045141,0.71,300,1,116.981,NA
94,"B","mcar30","IntegrAO",-0.0417870963507308,0.0139995245092183,0.706666666666667,300,1,84.559,NA
94,"B","mcar50","IntegrAO",-0.0369315154690019,0.0173954670753607,0.75,300,1,72.105,NA
94,"B","mar","IntegrAO",-0.0418362134706416,0.00834062318383717,0.746666666666667,300,1,102.415,NA
95,"B","complete","IntegrAO",-0.0449679319800214,0.0333540916614622,0.626666666666667,300,1,114.082,NA
95,"B","mcar30","IntegrAO",-0.0425476546123593,0.0348446450723382,0.653333333333333,300,1,91.562,NA
95,"B","mcar50","IntegrAO",-0.0482363813118202,0.013546737190674,0.693333333333333,300,1,69.386,NA
95,"B","mar","IntegrAO",-0.0550832448180981,0.00606594629398939,0.7,300,1,73.485,NA
96,"B","complete","IntegrAO",-0.0425249345964868,0.00712437634755288,0.71,300,1,106.246,NA
96,"B","mcar30","IntegrAO",-0.0398998328901047,0.0179051919537228,0.746666666666667,300,1,82.035,NA
96,"B","mcar50","IntegrAO",-0.047091563965773,0.0164722969857814,0.7,300,1,45.778,NA
96,"B","mar","IntegrAO",-0.0569599902505031,0.0125510272940053,0.683333333333333,300,1,82.807,NA
97,"B","complete","IntegrAO",-0.0482327208377495,0.0147548280134354,0.713333333333333,300,1,105.591,NA
97,"B","mcar30","IntegrAO",-0.0442886304709248,0.0120960428744396,0.713333333333333,300,1,77.796,NA
97,"B","mcar50","IntegrAO",-0.0406228830194958,0.00839001305510646,0.69,300,1,80.748,NA
97,"B","mar","IntegrAO",-0.0478922471628198,0.00880213338061705,0.676666666666667,300,1,85.319,NA
98,"B","complete","IntegrAO",-0.0438189069703895,0.00704358703674397,0.66,300,1,107.127,NA
98,"B","mcar30","IntegrAO",-0.0363247252938868,0.0144189676911375,0.666666666666667,300,1,84.68,NA
98,"B","mcar50","IntegrAO",-0.0404425514046388,0.00590906732928495,0.696666666666667,300,1,80.072,NA
98,"B","mar","IntegrAO",-0.0451203424337148,0.0210870084079199,0.663333333333333,300,1,79.133,NA
