"rep","arm","condition","method","sil","nmi","ber","n_used","ess","elapsed","error"
66,"A","mcar50","IntegrAO",-0.0317927135677667,0.0117377758704721,0.69,300,1,63.565,NA
66,"A","mar","IntegrAO",-0.0414114920917043,0.0144996202922188,0.7,300,1,55.707,NA
67,"A","complete","IntegrAO",-0.0424998962276521,0.00491591081124216,0.726666666666667,300,1,106.193,NA
67,"A","mcar30","IntegrAO",-0.040869370684637,0.0151521632092375,0.706666666666667,300,1,66.637,NA
67,"A","mcar50","IntegrAO",-0.0414229120989004,0.00731364805421713,0.696666666666667,300,1,68.008,NA
67,"A","mar","IntegrAO",-0.0400720858938591,0.0256680563929862,0.723333333333333,300,1,68.741,NA
68,"A","complete","IntegrAO",-0.050104654146021,0.00856516950970054,0.706666666666667,300,1,104.761,NA
68,"A","mcar30","IntegrAO",-0.0342588169642077,0.0104387905968354,0.733333333333333,300,1,90.206,NA
68,"A","mcar50","IntegrAO",-0.0282086970207513,0.0171659629506827,0.743333333333333,300,1,38.778,NA
68,"A","mar","IntegrAO",-0.0369843623131361,0.0149442929967908,0.716666666666667,300,1,43.144,NA
69,"A","complete","IntegrAO",-0.0391458476201131,0.00678801955246116,0.753333333333333,300,1,84.613,NA
69,"A","mcar30","IntegrAO",-0.049599814914202,0.00900813136360591,0.7,300,1,68.655,NA
69,"A","mcar50","IntegrAO",-0.0409649276647698,0.0170628318986416,0.716666666666667,300,1,54.057,NA
69,"A","mar","IntegrAO",-0.0410467948838561,0.0166983578879519,0.71,300,1,58.56,NA
70,"A","complete","IntegrAO",-0.059972545378497,0.0209864131835482,0.74,300,1,116.645,NA
70,"A","mcar30","IntegrAO",-0.0482708271226875,0.0303969031051981,0.676666666666667,300,1,52.016,NA
70,"A","mcar50","IntegrAO",-0.0421484825746684,0.0307192001199246,0.686666666666667,300,1,47.918,NA
70,"A","mar","IntegrAO",-0.0557182260741225,0.0121599139571451,0.65,300,1,48.992,NA
71,"A","complete","IntegrAO",-0.0408527680336945,0.014541091616423,0.663333333333333,300,1,87.466,NA
71,"A","mcar30","IntegrAO",-0.0297478662297231,0.0192764632803363,0.75,300,1,60.893,NA
71,"A","mcar50","IntegrAO",-0.0590454428896621,0.0193122239981508,0.703333333333333,300,1,73.872,NA
71,"A","mar","IntegrAO",-0.0258697903646333,0.027776869492538,0.693333333333333,300,1,78.79,NA
72,"A","complete","IntegrAO",-0.0643754257539652,0.0161308436483764,0.706666666666667,300,1,92.27,NA
72,"A","mcar30","IntegrAO",-0.0502412721036309,0.0174743064154961,0.676666666666667,300,1,60.304,NA
72,"A","mcar50","IntegrAO",-0.0442762222646199,0.0123894295986874,0.756666666666667,300,1,58.026,NA
72,"A","mar","IntegrAO",-0.0525683067427726,0.0227606824446479,0.713333333333333,300,1,64.775,NA
73,"A","complete","IntegrAO",-0.0427106807556014,0.0145519233624735,0.673333333333333,300,1,98.637,NA
73,"A","mcar30","IntegrAO",-0.0496924783588818,0.0181658604870414,0.743333333333333,300,1,66.726,NA
73,"A","mcar50","IntegrAO",-0.0394702251907353,0.0122740861691738,0.686666666666667,300,1,62.422,NA
73,"A","mar","IntegrAO",-0.0316651981016199,0.0240251119720328,0.666666666666667,300,1,71.035,NA
74,"A","complete","IntegrAO",-0.0568521097498087,0.0158459103188617,0.73,300,1,86.098,NA
74,"A","mcar30","IntegrAO",-0.0600633586736826,0.014690582053746,0.656666666666667,300,1,63.619,NA
74,"A","mcar50","IntegrAO",-0.0508918315225765,0.00700230786969497,0.7,300,1,59.141,NA
74,"A","mar","IntegrAO",-0.0384900774963983,0.00925016298739938,0.76,300,1,78.159,NA
75,"A","complete","IntegrAO",-0.0549202242729881,0.00945128718160072,0.626666666666667,300,1,88.048,NA
75,"A","mcar30","IntegrAO",-0.039460996455078,0.0151311869290672,0.703333333333333,300,1,65.615,NA
75,"A","mcar50","IntegrAO",-0.0468908863736595,0.0341472413344638,0.696666666666667,300,1,63.481,NA
75,"A","mar","IntegrAO",-0.0463171784186134,0.0135879335416627,0.68,300,1,70.709,NA
76,"A","complete","IntegrAO",-0.040179119597049,0.0109100167088157,0.65,300,1,80.391,NA
76,"A","mcar30","IntegrAO",-0.0470307286206175,0.0096117240734991,0.706666666666667,300,1,67.935,NA
76,"A","mcar50","IntegrAO",-0.054843675079879,0.0285683326455711,0.663333333333333,300,1,64.522,NA
76,"A","mar","IntegrAO",-0.0363818798027299,0.0197009194264926,0.753333333333333,300,1,69.163,NA
77,"A","complete","IntegrAO",-0.0426198141838668,0.00854099131730967,0.676666666666667,300,1,73.684,NA
77,"A","mcar30","IntegrAO",-0.0412391502068486,0.031125158085464,0.693333333333333,300,1,39.614,NA
77,"A","mcar50","IntegrAO",-0.0476250977140145,0.0180260701322125,0.73,300,1,53.442,NA
77,"A","mar","IntegrAO",-0.0486024412949584,0.0079569589285597,0.703333333333333,300,1,94.583,NA
78,"A","complete","IntegrAO",-0.034710852457011,0.0116202973243031,0.633333333333333,300,1,92.62,NA
78,"A","mcar30","IntegrAO",-0.044707458387638,0.0156606380757044,0.716666666666667,300,1,62.509,NA
78,"A","mcar50","IntegrAO",-0.050278174772236,0.0248318059772442,0.746666666666667,300,1,59.295,NA
78,"A","mar","IntegrAO",-0.0501706571096723,0.0160288319156009,0.696666666666667,300,1,71.639,NA
79,"A","complete","IntegrAO",-0.046316659274807,0.00807030682950703,0.696666666666667,300,1,99.36,NA
79,"A","mcar30","IntegrAO",-0.0416230776805321,0.00689448754277133,0.77,300,1,66.213,NA
79,"A","mcar50","IntegrAO",-0.059362035535773,0.0293362684462963,0.72,300,1,70.037,NA
79,"A","mar","IntegrAO",-0.0459096923637497,0.0225472226999301,0.716666666666667,300,1,64.283,NA
80,"A","complete","IntegrAO",-0.0528180740990048,0.0104977799698762,0.713333333333333,300,1,83.129,NA
80,"A","mcar30","IntegrAO",-0.0258561718053502,0.015495263444126,0.633333333333333,300,1,68.604,NA
80,"A","mcar50","IntegrAO",-0.0533689559608251,0.00534716343459092,0.736666666666667,300,1,67.308,NA
80,"A","mar","IntegrAO",-0.0375158431872069,0.0119022572479033,0.696666666666667,300,1,63.076,NA
81,"A","complete","IntegrAO",-0.0563319269992281,0.012005705271098,0.683333333333333,300,1,99.037,NA
81,"A","mcar30","IntegrAO",-0.0635231225776116,0.0240083056189514,0.723333333333333,300,1,64.546,NA
81,"A","mcar50","IntegrAO",-0.0439188602836423,0.0218643615266428,0.683333333333333,300,1,49.577,NA
81,"A","mar","IntegrAO",-0.0434025299306312,0.0256312869624504,0.696666666666667,300,1,63.218,NA
82,"A","complete","IntegrAO",-0.0543619391972852,0.0108728326076531,0.693333333333333,300,1,93.417,NA
82,"A","mcar30","IntegrAO",-0.0300713688795621,0.010592736891007,0.746666666666667,300,1,63.365,NA
82,"A","mcar50","IntegrAO",-0.0415786398596362,0.024266442936862,0.716666666666667,300,1,56.499,NA
82,"A","mar","IntegrAO",-0.0429538343907654,0.0109071457484875,0.756666666666667,300,1,60.533,NA
83,"A","complete","IntegrAO",-0.0501632471370367,0.0157489655804321,0.726666666666667,300,1,93.074,NA
83,"A","mcar30","IntegrAO",-0.0456674881134186,0.0256591094503216,0.73,300,1,68.436,NA
83,"A","mcar50","IntegrAO",-0.049485191239271,0.0223418355224564,0.766666666666667,300,1,58.88,NA
83,"A","mar","IntegrAO",-0.0582551183568243,0.0256321636813034,0.773333333333333,300,1,57.072,NA
84,"A","complete","IntegrAO",-0.0706285563839729,0.0164526668290146,0.75,300,1,154.366,NA
84,"A","mcar30","IntegrAO",-0.0737947770661485,0.0217387311009907,0.75,300,1,64.999,NA
84,"A","mcar50","IntegrAO",-0.0496369416327633,0.0260783276103105,0.693333333333333,300,1,40.131,NA
84,"A","mar","IntegrAO",-0.0542405876340885,0.0218447073376672,0.703333333333333,300,1,83.424,NA
85,"A","complete","IntegrAO",-0.0488179552542824,0.00820429084101887,0.666666666666667,300,1,121.944,NA
85,"A","mcar30","IntegrAO",-0.0471759606755565,0.0234376520935753,0.703333333333333,300,1,97.598,NA
85,"A","mcar50","IntegrAO",-0.0389388664973979,0.0177077758879464,0.746666666666667,300,1,81.955,NA
85,"A","mar","IntegrAO",-0.0464970128793689,0.00723602607217125,0.716666666666667,300,1,85.477,NA
86,"A","complete","IntegrAO",-0.0536180332049428,0.0147668366088737,0.716666666666667,300,1,125.054,NA
86,"A","mcar30","IntegrAO",-0.0386570385873388,0.0337472463739463,0.66,300,1,97.419,NA
86,"A","mcar50","IntegrAO",-0.0385816233704419,0.0147199432420905,0.756666666666667,300,1,74.935,NA
86,"A","mar","IntegrAO",-0.0367477708827792,0.0210811638062558,0.71,300,1,87.376,NA
87,"A","complete","IntegrAO",-0.0616585445635228,0.00961414109391584,0.75,300,1,125.892,NA
87,"A","mcar30","IntegrAO",-0.0436145096353827,0.0117287524150368,0.746666666666667,300,1,87.047,NA
87,"A","mcar50","IntegrAO",-0.0504603492526402,0.0209298623386564,0.703333333333333,300,1,91.858,NA
87,"A","mar","IntegrAO",-0.0567875155843452,0.0143703985230693,0.746666666666667,300,1,88.839,NA
88,"A","complete","IntegrAO",-0.0463905955799283,0.00851594632882931,0.73,300,1,122.7,NA
88,"A","mcar30","IntegrAO",-0.030593541999663,0.00677715407373268,0.71,300,1,86.096,NA
88,"A","mcar50","IntegrAO",-0.0317753388063019,0.00786704090246105,0.77,300,1,76.189,NA
88,"A","mar","IntegrAO",-0.0305305314719839,0.0211658269954208,0.683333333333333,300,1,81.046,NA
89,"A","complete","IntegrAO",-0.0442312653481083,0.00480943466434713,0.65,300,1,126.428,NA
89,"A","mcar30","IntegrAO",-0.0360156812361113,0.0303753482734893,0.736666666666667,300,1,90.431,NA
89,"A","mcar50","IntegrAO",-0.0454231469668117,0.0120081967584013,0.703333333333333,300,1,76.209,NA
89,"A","mar","IntegrAO",-0.0295799196021584,0.0180359268271974,0.723333333333333,300,1,93.532,NA
90,"A","complete","IntegrAO",-0.0546876717455082,0.00759790212826117,0.653333333333333,300,1,113.258,NA
90,"A","mcar30","IntegrAO",-0.042225910293591,0.0105856000606332,0.736666666666667,300,1,93.934,NA
90,"A","mcar50","IntegrAO",-0.0501820078952308,0.0141681625380813,0.773333333333333,300,1,76.507,NA
90,"A","mar","IntegrAO",-0.0342236750801019,0.00912290610220135,0.756666666666667,300,1,94.631,NA
91,"A","complete","IntegrAO",-0.0395211597230109,0.00632202581751097,0.71,300,1,154.592,NA
91,"A","mcar30","IntegrAO",-0.0468947585744036,0.0216586954983409,0.73,300,1,105.374,NA
91,"A","mcar50","IntegrAO",-0.0293942238571419,0.0153747184573246,0.72,300,1,71.516,NA
91,"A","mar","IntegrAO",-0.0619726978651968,0.0144108582436066,0.79,300,1,100.151,NA
92,"A","complete","IntegrAO",-0.0445540533808709,0.0106207138959869,0.71,300,1,101.973,NA
92,"A","mcar30","IntegrAO",-0.0346449735741317,0.0112670852321309,0.706666666666667,300,1,60.945,NA
92,"A","mcar50","IntegrAO",-0.0377108283779675,0.0267736422810926,0.716666666666667,300,1,67.897,NA
92,"A","mar","IntegrAO",-0.0461108764878071,0.0240447969278113,0.68,300,1,60.022,NA
93,"A","complete","IntegrAO",-0.0621092912804428,0.00908139492641881,0.68,300,1,93.267,NA
93,"A","mcar30","IntegrAO",-0.0548904112710031,0.0117402516065295,0.723333333333333,300,1,60.485,NA
93,"A","mcar50","IntegrAO",-0.0416321268848426,0.0046549012402829,0.733333333333333,300,1,68.947,NA
93,"A","mar","IntegrAO",-0.0444335019042028,0.00896609468982965,0.73,300,1,67.707,NA
94,"A","complete","IntegrAO",-0.0704106715068699,0.0224592385901833,0.72,300,1,92.179,NA
94,"A","mcar30","IntegrAO",-0.052004952243712,0.0085714955077198,0.743333333333333,300,1,66.795,NA
94,"A","mcar50","IntegrAO",-0.049381554043169,0.0132924544076694,0.736666666666667,300,1,62.323,NA
94,"A","mar","IntegrAO",-0.0536419756302904,0.0273884045465053,0.69,300,1,68.664,NA
95,"A","complete","IntegrAO",-0.0587858690619601,0.00790831947576054,0.65,300,1,103.54,NA
95,"A","mcar30","IntegrAO",-0.0461824132995,0.004663397057759,0.693333333333333,300,1,77.144,NA
95,"A","mcar50","IntegrAO",-0.0402293380052283,0.0208122628328559,0.716666666666667,300,1,50.175,NA
95,"A","mar","IntegrAO",-0.0638213662621063,0.0194399736038926,0.663333333333333,300,1,79.072,NA
96,"A","complete","IntegrAO",-0.056801860794901,0.0132620244462388,0.663333333333333,300,1,109.436,NA
96,"A","mcar30","IntegrAO",-0.0422194053576551,0.01569055134713,0.66,300,1,63.97,NA
96,"A","mcar50","IntegrAO",-0.0576919785817433,0.0184604010384078,0.706666666666667,300,1,43.921,NA
96,"A","mar","IntegrAO",-0.0385427316668588,0.0137835564268266,0.71,300,1,69.437,NA
97,"A","complete","IntegrAO",-0.0451060593950427,0.0108667970015382,0.653333333333333,300,1,113.78,NA
97,"A","mcar30","IntegrAO",-0.0543541721391432,0.0122455369084834,0.68,300,1,68.906,NA
97,"A","mcar50","IntegrAO",-0.0438674510944343,0.0151625223483715,0.74,300,1,66.324,NA
97,"A","mar","IntegrAO",-0.0371097207809047,0.0296934845934185,0.706666666666667,300,1,73.447,NA
98,"A","complete","IntegrAO",-0.0429490082903791,0.014850000642893,0.616666666666667,300,1,148,NA
98,"A","mcar30","IntegrAO",-0.0494210772265051,0.0417445500458932,0.596666666666667,300,1,71.293,NA
98,"A","mcar50","IntegrAO",-0.0446343346808944,0.0359676635455962,0.713333333333333,300,1,64.829,NA
98,"A","mar","IntegrAO",-0.0388091670200071,0.0384773531887843,0.676666666666667,300,1,43.208,NA
99,"A","complete","IntegrAO",-0.055753402296942,0.00650505286806445,0.733333333333333,300,1,103.941,NA
99,"A","mcar30","IntegrAO",-0.0339550438687874,0.00936165731372858,0.736666666666667,300,1,72.226,NA
99,"A","mcar50","IntegrAO",-0.0602083517787799,0.0183941272617362,0.673333333333333,300,1,57.305,NA
99,"A","mar","IntegrAO",-0.0408106561446034,0.0119308327643475,0.68,300,1,73.635,NA
100,"A","complete","IntegrAO",-0.0426307359065712,0.00584022056390205,0.8,300,1,103.054,NA
100,"A","mcar30","IntegrAO",-0.0396213587666965,0.00957331201651129,0.696666666666667,300,1,70.341,NA
100,"A","mcar50","IntegrAO",-0.0436703359635475,0.0243333519118304,0.723333333333333,300,1,61.832,NA
100,"A","mar","IntegrAO",-0.0383105808910566,0.0331046066798523,0.746666666666667,300,1,71.838,NA
1,"B","complete","IntegrAO",-0.0604032249068504,0.0143590984241901,0.78,300,1,123.95,NA
1,"B","mcar30","IntegrAO",-0.037326139015742,0.0172118800756031,0.703333333333333,300,1,88.922,NA
1,"B","mcar50","IntegrAO",-0.0391944288291759,0.0214013281660222,0.716666666666667,300,1,70.767,NA
1,"B","mar","IntegrAO",-0.0560949316162682,0.0118122682641288,0.763333333333333,300,1,94.73,NA
2,"B","complete","IntegrAO",-0.0372649949712169,0.013576311010614,0.72,300,1,124.782,NA
2,"B","mcar30","IntegrAO",-0.0370855243593474,0.00974698728290267,0.773333333333333,300,1,89.655,NA
2,"B","mcar50","IntegrAO",-0.0362186896256065,0.00680847536531105,0.666666666666667,300,1,77.428,NA
2,"B","mar","IntegrAO",-0.0473382563254301,0.0110624046327294,0.7,300,1,87.326,NA
3,"B","complete","IntegrAO",-0.0512038791205824,0.021146545422694,0.706666666666667,300,1,109.609,NA
3,"B","mcar30","IntegrAO",-0.043168730984678,0.0232623710296329,0.703333333333333,300,1,91.912,NA
3,"B","mcar50","IntegrAO",-0.0408075278330213,0.0133879702604397,0.746666666666667,300,1,63.614,NA
3,"B","mar","IntegrAO",-0.0540424735322479,0.0194399489447518,0.72,300,1,86.559,NA
4,"B","complete","IntegrAO",-0.0488387132947626,0.0178585326002416,0.713333333333333,300,1,105.846,NA
4,"B","mcar30","IntegrAO",-0.0397884776394257,0.00710360221009482,0.763333333333333,300,1,86.829,NA
4,"B","mcar50","IntegrAO",-0.0302824053894994,0.0234764295891731,0.783333333333333,300,1,76.035,NA
4,"B","mar","IntegrAO",-0.044895120550204,0.00914849554852878,0.713333333333333,300,1,90.137,NA
5,"B","complete","IntegrAO",-0.0402214265618387,0.00665139636087901,0.726666666666667,300,1,145.625,NA
5,"B","mcar30","IntegrAO",-0.0332001751178963,0.0136266418537544,0.743333333333333,300,1,104.221,NA
5,"B","mcar50","IntegrAO",-0.0496509075595494,0.00601263503199429,0.69,300,1,74.909,NA
5,"B","mar","IntegrAO",-0.0658934623214087,0.00816310042427108,0.693333333333333,300,1,120.465,NA
6,"B","complete","IntegrAO",-0.0387722464793574,0.0108284821189379,0.696666666666667,300,1,111.572,NA
6,"B","mcar30","IntegrAO",-0.0416897516442315,0.0198962753351105,0.703333333333333,300,1,93.83,NA
6,"B","mcar50","IntegrAO",-0.0395494698126605,0.0126374552195751,0.76,300,1,79.608,NA
6,"B","mar","IntegrAO",-0.0539439758051141,0.0195500833669282,0.736666666666667,300,1,76.763,NA
7,"B","complete","IntegrAO",-0.044403562966148,0.0126008888779433,0.733333333333333,300,1,99.598,NA
7,"B","mcar30","IntegrAO",-0.0415441226227011,0.0129983339811656,0.686666666666667,300,1,92.108,NA
7,"B","mcar50","IntegrAO",-0.0426990754332535,0.0181220980942288,0.726666666666667,300,1,70.541,NA
7,"B","mar","IntegrAO",-0.0559447131569385,0.00577988601958431,0.776666666666667,300,1,78.563,NA
8,"B","complete","IntegrAO",-0.0444779103021068,0.0101758641868662,0.683333333333333,300,1,101.888,NA
8,"B","mcar30","IntegrAO",-0.0291267748030052,0.0133342802312861,0.676666666666667,300,1,69.507,NA
8,"B","mcar50","IntegrAO",-0.0288859060357897,0.0158588527707486,0.716666666666667,300,1,65.402,NA
8,"B","mar","IntegrAO",-0.0573250405363036,0.0170878920768266,0.68,300,1,73.923,NA
9,"B","complete","IntegrAO",-0.0457790438116262,0.0119155006684059,0.703333333333333,300,1,122.019,NA
9,"B","mcar30","IntegrAO",-0.043457166926656,0.011702840067286,0.75,300,1,76.98,NA
9,"B","mcar50","IntegrAO",-0.0357027649372094,0.00763294856223091,0.773333333333333,300,1,61.628,NA
9,"B","mar","IntegrAO",-0.0420368305218237,0.00676828044662749,0.733333333333333,300,1,95.203,NA
10,"B","complete","IntegrAO",-0.0358149669401892,0.00527826674741656,0.756666666666667,300,1,101.374,NA
10,"B","mcar30","IntegrAO",-0.0403725102331109,0.0346618067179884,0.693333333333333,300,1,94.162,NA
10,"B","mcar50","IntegrAO",-0.034095066002285,0.0108865062482768,0.766666666666667,300,1,73.638,NA
10,"B","mar","IntegrAO",-0.0505032087465699,0.0148067020298987,0.743333333333333,300,1,80.315,NA
11,"B","complete","IntegrAO",-0.0581561753235522,0.024155579024542,0.726666666666667,300,1,117.225,NA
11,"B","mcar30","IntegrAO",-0.0313196093044148,0.00691252663766402,0.766666666666667,300,1,85.342,NA
11,"B","mcar50","IntegrAO",-0.0513017418115625,0.0196369695531741,0.73,300,1,86.212,NA
11,"B","mar","IntegrAO",-0.0569805039982479,0.00685973801587446,0.75,300,1,82.502,NA
12,"B","complete","IntegrAO",-0.042785620975149,0.00700586248861206,0.756666666666667,300,1,94.73,NA
12,"B","mcar30","IntegrAO",-0.0405677922205555,0.0136644647370048,0.72,300,1,53.575,NA
12,"B","mcar50","IntegrAO",-0.0398826514558247,0.00708792672245658,0.743333333333333,300,1,60.585,NA
12,"B","mar","IntegrAO",-0.0440430029901992,0.0151591140771044,0.7,300,1,148.612,NA
13,"B","complete","IntegrAO",-0.0461276765364124,0.00997569903810953,0.646666666666667,300,1,119.338,NA
13,"B","mcar30","IntegrAO",-0.0312033344669637,0.0044776807993727,0.703333333333333,300,1,83.517,NA
13,"B","mcar50","IntegrAO",-0.0371157010982139,0.0085605405698241,0.67,300,1,77.838,NA
13,"B","mar","IntegrAO",-0.042918625439308,0.00902803451622379,0.67,300,1,90.738,NA
14,"B","complete","IntegrAO",-0.0352168198224474,0.0222485750814985,0.71,300,1,117.79,NA
14,"B","mcar30","IntegrAO",-0.0475367078294971,0.023812105330663,0.7,300,1,78.81,NA
14,"B","mcar50","IntegrAO",-0.0457711824779433,0.0205533303544456,0.726666666666667,300,1,75.08,NA
14,"B","mar","IntegrAO",-0.0504622203269151,0.0147977334071999,0.656666666666667,300,1,93.174,NA
15,"B","complete","IntegrAO",-0.0505880327374179,0.00285200802268902,0.79,300,1,116.422,NA
15,"B","mcar30","IntegrAO",-0.0355555116086293,0.00657364003127547,0.73,300,1,78.699,NA
15,"B","mcar50","IntegrAO",-0.0358659125843368,0.00678412328991431,0.776666666666667,300,1,78.792,NA
15,"B","mar","IntegrAO",-0.0482110021156484,0.0211896455255291,0.736666666666667,300,1,70.942,NA
16,"B","complete","IntegrAO",-0.0516585079539718,0.0167164952274677,0.713333333333333,300,1,130.66,NA
16,"B","mcar30","IntegrAO",-0.0298419011409554,0.00673953668260975,0.756666666666667,300,1,73.323,NA
16,"B","mcar50","IntegrAO",-0.033326878736797,0.0113232493490133,0.773333333333333,300,1,52.454,NA
16,"B","mar","IntegrAO",-0.0469039941626888,0.0152174320095065,0.733333333333333,300,1,79.945,NA
17,"B","complete","IntegrAO",-0.0437226453080243,0.0100782629780795,0.706666666666667,300,1,122.107,NA
17,"B","mcar30","IntegrAO",-0.0625690636166772,0.0144016730577592,0.753333333333333,300,1,80.945,NA
17,"B","mcar50","IntegrAO",-0.0416298536356443,0.0199875586264569,0.73,300,1,77.52,NA
17,"B","mar","IntegrAO",-0.0522052950996513,0.0098538164175624,0.72,300,1,75.466,NA
18,"B","complete","IntegrAO",-0.0513353939422904,0.0207418620128573,0.703333333333333,300,1,106.967,NA
18,"B","mcar30","IntegrAO",-0.0334740464668657,0.0218879334731176,0.683333333333333,300,1,84.318,NA
18,"B","mcar50","IntegrAO",-0.0411401006159755,0.0158880441848744,0.706666666666667,300,1,66.454,NA
18,"B","mar","IntegrAO",-0.0515113947408374,0.0230943428033252,0.733333333333333,300,1,86.949,NA
19,"B","complete","IntegrAO",-0.0496076410641513,0.0128836819651635,0.696666666666667,300,1,89.819,NA
19,"B","mcar30","IntegrAO",-0.0376908466307808,0.0111720115021615,0.67,300,1,53.929,NA
19,"B","mcar50","IntegrAO",-0.0485012556623696,0.011876871231858,0.71,300,1,45.726,NA
19,"B","mar","IntegrAO",-0.0606730164048578,0.0218923857763486,0.67,300,1,126.8,NA
20,"B","complete","IntegrAO",-0.0496573748819504,0.0125748707039875,0.713333333333333,300,1,107.271,NA
20,"B","mcar30","IntegrAO",-0.039292877970697,0.0156181367306245,0.763333333333333,300,1,79.505,NA
20,"B","mcar50","IntegrAO",-0.0335265964522905,0.00739162760111756,0.733333333333333,300,1,66.706,NA
20,"B","mar","IntegrAO",-0.0343026231228186,0.0129802257353046,0.713333333333333,300,1,69.6,NA
21,"B","complete","IntegrAO",-0.0557562692548567,0.0395504066734652,0.746666666666667,300,1,112.086,NA
21,"B","mcar30","IntegrAO",-0.0416381464270827,0.00753814326399264,0.66,300,1,90.09,NA
21,"B","mcar50","IntegrAO",-0.0535797779324995,0.0185622333520701,0.733333333333333,300,1,63.851,NA
21,"B","mar","IntegrAO",-0.0500981770118414,0.0149366792205391,0.743333333333333,300,1,72.675,NA
22,"B","complete","IntegrAO",-0.0385871616087238,0.0125963168610659,0.77,300,1,107.286,NA
22,"B","mcar30","IntegrAO",-0.0345411340208638,0.00931989423705713,0.74,300,1,87.553,NA
22,"B","mcar50","IntegrAO",-0.0405045322709059,0.0170882389318955,0.743333333333333,300,1,87.151,NA
22,"B","mar","IntegrAO",-0.0434047202229163,0.016533132676749,0.713333333333333,300,1,73.876,NA
23,"B","complete","IntegrAO",-0.0469003720809194,0.0127548123706391,0.716666666666667,300,1,115.005,NA
23,"B","mcar30","IntegrAO",-0.0490638150403373,0.0157027781899404,0.676666666666667,300,1,74.263,NA
23,"B","mcar50","IntegrAO",-0.0418779683434622,0.0334956491776413,0.67,300,1,87.212,NA
23,"B","mar","IntegrAO",-0.0403775235198153,0.00677243860537419,0.7,300,1,79.299,NA
24,"B","complete","IntegrAO",-0.0621679699923048,0.00800977212479919,0.676666666666667,300,1,112.968,NA
24,"B","mcar30","IntegrAO",-0.0343138936095549,0.0112730666411417,0.783333333333333,300,1,83.828,NA
24,"B","mcar50","IntegrAO",-0.0409210487301332,0.0435624714063447,0.64,300,1,65.612,NA
24,"B","mar","IntegrAO",-0.0603288075203718,0.0192924215819907,0.68,300,1,97.686,NA
25,"B","complete","IntegrAO",-0.0467014087807169,0.0143557400165566,0.623333333333333,300,1,109.602,NA
25,"B","mcar30","IntegrAO",-0.0411124851530749,0.010248288330721,0.683333333333333,300,1,79.311,NA
25,"B","mcar50","IntegrAO",-0.0466493159398557,0.0147265022311843,0.653333333333333,300,1,66.91,NA
25,"B","mar","IntegrAO",-0.0460867410696105,0.0150197366504171,0.706666666666667,300,1,82.179,NA
26,"B","complete","IntegrAO",-0.04911747816087,0.00945008486603208,0.69,300,1,173.6,NA
26,"B","mcar30","IntegrAO",-0.0411445490712398,0.0123082604852046,0.773333333333333,300,1,143.497,NA
26,"B","mcar50","IntegrAO",-0.042778758039834,0.0237854349927602,0.726666666666667,300,1,126.904,NA
26,"B","mar","IntegrAO",-0.049027816510097,0.0100326450560125,0.65,300,1,83.181,NA
27,"B","complete","IntegrAO",-0.0301621304696551,0.00485065227401786,0.693333333333333,300,1,117.121,NA
27,"B","mcar30","IntegrAO",-0.0283333788474864,0.00810934699181351,0.75,300,1,93.761,NA
27,"B","mcar50","IntegrAO",-0.0339238225962101,0.016729914047293,0.666666666666667,300,1,66.329,NA
27,"B","mar","IntegrAO",-0.0373343583423485,0.00467337971167029,0.72,300,1,64.336,NA
28,"B","complete","IntegrAO",-0.0691102029492522,0.011950862241125,0.75,300,1,110.702,NA
28,"B","mcar30","IntegrAO",-0.0449044868106995,0.0211529665494479,0.676666666666667,300,1,85.172,NA
28,"B","mcar50","IntegrAO",-0.0425119046935227,0.0174885340217287,0.673333333333333,300,1,69.695,NA
28,"B","mar","IntegrAO",-0.0484301484036172,0.0149149417260061,0.753333333333333,300,1,71.758,NA
29,"B","complete","IntegrAO",-0.0431245735002094,0.00943409167258603,0.706666666666667,300,1,108.036,NA
29,"B","mcar30","IntegrAO",-0.0495315686508826,0.0266585202093557,0.7,300,1,70.6,NA
29,"B","mcar50","IntegrAO",-0.0391244715102811,0.00803524998548664,0.78,300,1,78.521,NA
29,"B","mar","IntegrAO",-0.0436977611908601,0.00961963383711832,0.756666666666667,300,1,85.004,NA
30,"B","complete","IntegrAO",-0.0439476794283457,0.0102351568380783,0.726666666666667,300,1,128.084,NA
30,"B","mcar30","IntegrAO",-0.047194510452157,0.0166251293677912,0.696666666666667,300,1,84.965,NA
30,"B","mcar50","IntegrAO",-0.0438230179852635,0.021442029053461,0.763333333333333,300,1,96.261,NA
30,"B","mar","IntegrAO",-0.0498359789434722,0.00929910976986978,0.746666666666667,300,1,83.89,NA
31,"B","complete","IntegrAO",-0.0534757422410823,0.0220606947283814,0.736666666666667,300,1,113.723,NA
31,"B","mcar30","IntegrAO",-0.0432904191337447,0.0232503469679106,0.68,300,1,80.793,NA
31,"B","mcar50","IntegrAO",-0.0398626032331634,0.0146188730948558,0.676666666666667,300,1,72.413,NA
31,"B","mar","IntegrAO",-0.0484118113274802,0.0201444841167953,0.72,300,1,75.368,NA
32,"B","complete","IntegrAO",-0.0333894522979951,0.0072653351758611,0.686666666666667,300,1,102.867,NA
32,"B","mcar30","IntegrAO",-0.0378574915632536,0.00579998868249555,0.743333333333333,300,1,82.488,NA
32,"B","mcar50","IntegrAO",-0.0462304219620654,0.00956750995814391,0.733333333333333,300,1,78.737,NA
